,video_id,label,total_label,cls_label,or_label
512,3QzwJTthVJY,"{""Nancy Pelosi"": 1, ""Joe Biden"": 0, ""Hakeem Jeffries"": 1, ""Donald Trump"": 0}",0.5,1,1
513,3R2MJ2oLFMI,"{""Kamala Harris"": 0, ""Hunter Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
514,3R2T0JMjKag,"{""Joe Biden"": 0, ""Brad Smith"": 0, ""Donald Trump"": 1}",0.3333333333333333,1,1
515,3RGzX4Oui5w,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Jill Biden"": 1, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.2,0,1
516,3RgONp-95ss,"{""Marco Rubio"": 0, ""Volodymyr Zelenskyy"": 0, ""Donald Trump"": 0}",0.0,0,0
517,3RjEmDaoOPc,"{""Joe Biden"": 0, ""Elon Musk"": 1, ""Donald Trump"": 0}",0.3333333333333333,1,1
518,3SD9swv7HZA,"{""George Soros"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0, ""Mike Pence"": 1}",0.25,0,1
519,3SLI78zfQto,"{""Jimmy Kimmel"": 0, ""Gavin Newsom"": 0}",0.0,0,0
520,3T-QjKgoi-8,"{""George Clooney"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.3333333333333333,1,1
521,3T894LFted0,"{""Marjorie Taylor Greene"": 0, ""Joe Biden"": 0}",0.0,0,0
522,3TwvFBWudsM,"{""Elon Musk"": 0, ""Sam Altman"": 0}",0.0,0,0
523,3U8FUpN0pmM,"{""Michael Cohen"": 0, ""Melania Trump"": 0, ""Donald Trump"": 0}",0.0,0,0
524,3Ug6gJgV8T8,"{""Kamala Harris"": 0, ""Marjorie Taylor Greene"": 1, ""Donald Trump"": 1}",0.6666666666666666,1,1
525,3UqS4EI1Yxo,"{""Joe Biden"": 0, ""Kamala Harris"": 1, ""Donald Trump"": 0}",0.3333333333333333,1,1
526,3VLnpfc3CIA,"{""Ryan Gosling"": 0, ""Elon Musk"": 0, ""Donald Trump"": 0, ""Kendrick Lamar"": 0}",0.0,0,0
527,3WnHsdChjBY,"{""Joe Biden"": 0, ""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
528,3WrJBWupKMs,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Michael Jordan"": 0, ""Donald Trump"": 0}",0.0,0,0
529,3X8ALiaAkbY,"{""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
530,3XmLZqP0Byo,"{""Kamala Harris"": 0, ""Jimmy Fallon"": 0, ""Hugh Jackman"": 1, ""Ryan Reynolds"": 1}",0.5,1,1
531,3YDItbyq0vc,"{""Mike Pence"": 0, ""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
532,3YSK7oy9keM,"{""Joe Biden"": 0, ""Jill Biden"": 0, ""Hunter Biden"": 0}",0.0,0,0
533,3Yq62SAibq4,"{""Hunter Biden"": 0, ""Joe Biden"": 0}",0.0,0,0
534,3a9eC3rTTkU,"{""Joe Biden"": 0, ""Donald Trump"": 1}",0.5,1,1
535,3ai5rd-jFfU,"{""Michael Cohen"": 1, ""Donald Trump"": 0}",0.5,1,1
536,3chdX7xYIFI,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 0, ""Bernie Sanders"": 0, ""Donald Trump"": 0}",0.0,0,0
537,3emvc9KhQE0,"{""Elon Musk"": 1, ""Donald Trump"": 1}",1.0,1,1
538,3enc2S6GtYA,"{""Taylor Swift"": 0, ""Hunter Biden"": 0, ""Jimmy Kimmel"": 0, ""Joe Biden"": 0, ""Rudy Giuliani"": 0, ""Tom Cruise"": 0}",0.0,0,0
539,3fMALiXAduU,"{""Jim Jordan"": 1, ""Marco Rubio"": 0}",0.5,1,1
540,3fPb0SumjU0,"{""Hillary Clinton"": 1, ""Barack Obama"": 1, ""Kamala Harris"": 1, ""Gavin Newsom"": 1, ""Bernie Sanders"": 0, ""Nancy Pelosi"": 0, ""Joe Biden"": 1, ""George Clooney"": 0}",0.625,1,1
541,3g36wbb5Voo,"{""Kamala Harris"": 1, ""Donald Trump"": 0}",0.5,1,1
542,3g6RjD2ZgmU,"{""Mark Zuckerberg"": 1, ""Dana White"": 1, ""Elon Musk"": 1, ""Donald Trump"": 0}",0.75,1,1
543,3gXLdl-aj_w,"{""Kamala Harris"": 0, ""Marjorie Taylor Greene"": 0, ""Jimmy Kimmel"": 0, ""Donald Trump"": 1}",0.25,0,1
544,3hKZm_6JE-o,"{""Sabrina Carpenter"": 0, ""Joe Biden"": 0, ""Vladimir Putin"": 0, ""Jimmy Fallon"": 0, ""Lady Gaga"": 0, ""Mike Pence"": 0}",0.0,0,0
545,3hehrPYewpQ,"{""Chuck Schumer"": 0, ""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
546,3iB4ZDlzFSk,"{""Joe Biden"": 0, ""Marjorie Taylor Greene"": 0, ""Elon Musk"": 1, ""Jimmy Kimmel"": 0, ""Donald Trump"": 1}",0.4,1,1
547,3iSTrPtO9FQ,"{""Hunter Biden"": 1, ""Marjorie Taylor Greene"": 1}",1.0,1,1
548,3kFjDYcF2k0,"{""Marco Rubio"": 0, ""Donald Trump"": 0, ""Joe Biden"": 0, ""Tim Scott"": 0, ""Eric Trump"": 0, ""Michael Cohen"": 0}",0.0,0,0
549,3l303hy6xVY,"{""Benjamin Netanyahu"": 1, ""Ted Cruz"": 1, ""Donald Trump"": 0}",0.6666666666666666,1,1
550,3mqI4fj9TVU,"{""Kamala Harris"": 0, ""Gavin Newsom"": 0}",0.0,0,0
551,3nK51MIQQ4Y,"{""Mike Pence"": 0, ""Barack Obama"": 0, ""Donald Trump"": 0}",0.0,0,0
552,3nyN9s2Uke0,"{""Joe Biden"": 0, ""Benjamin Netanyahu"": 1}",0.5,1,1
553,3o03RuVzi2g,"{""Joe Biden"": 0, ""Elon Musk"": 1, ""Donald Trump"": 0}",0.3333333333333333,1,1
554,3o4oqFCQTvw,"{""Pete Buttigieg"": 1, ""Jimmy Kimmel"": 0, ""Lady Gaga"": 0, ""Donald Trump"": 0}",0.25,0,1
555,3oFyW9HQpls,"{""Marco Rubio"": 0, ""Joe Biden"": 0, ""Chris Christie"": 1, ""Mike Pence"": 0, ""Donald Trump"": 0}",0.2,0,1
556,3oJYbhCBR3E,"{""Nancy Pelosi"": 0, ""Joe Biden"": 0, ""Kamala Harris"": 0}",0.0,0,0
557,3pel5yD3dxY,"{""Vladimir Putin"": 0, ""Elon Musk"": 0, ""Bernie Sanders"": 1, ""Donald Trump"": 1}",0.5,1,1
558,3pnsmOTSE7U,"{""Narendra Modi"": 0, ""Vladimir Putin"": 0}",0.0,0,0
559,3pwNjP-6DSw,"{""Kamala Harris"": 0, ""Donald Trump"": 1}",0.5,1,1
560,3q5NHISy1G0,"{""Marco Rubio"": 0, ""Elon Musk"": 1}",0.5,1,1
561,3qTzbszNpew,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Gavin Newsom"": 1, ""Donald Trump"": 0}",0.25,0,1
562,3qhNShZHnZk,"{""Gretchen Whitmer"": 1, ""Donald Trump"": 0, ""Nancy Pelosi"": 1, ""Joe Biden"": 1}",0.75,1,1
563,3rJuejRbGII,"{""Vladimir Putin"": 0, ""Joe Biden"": 0, ""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
564,3rbHEz8hXnw,"{""Vladimir Putin"": 0, ""Kamala Harris"": 1, ""Elon Musk"": 0, ""Donald Trump"": 0}",0.25,0,1
565,3tQ6YhtF0Xk,"{""Barack Obama"": 0, ""Donald Trump"": 0}",0.0,0,0
566,3twZCsfURm4,"{""Joe Biden"": 0, ""Donald Trump"": 1}",0.5,1,1
567,3uCYhevAJhM,"{""Jim Jordan"": 0, ""Joe Biden"": 1, ""Hunter Biden"": 1, ""Donald Trump"": 0}",0.5,1,1
568,3udZ2d5Yg7s,"{""Joe Biden"": 0, ""Barack Obama"": 0, ""Donald Trump"": 0}",0.0,0,0
570,3vMeKzuPJTw,"{""Vladimir Putin"": 0, ""Elon Musk"": 0, ""Kamala Harris"": 0}",0.0,0,0
571,3vj45OebXlY,"{""Steven Spielberg"": 0, ""Jimmy Fallon"": 1}",0.5,1,1
572,3w7Qp2hb5j4,"{""Vladimir Putin"": 0, ""Donald Trump"": 1, ""Volodymyr Zelenskyy"": 0, ""Justin Trudeau"": 1}",0.5,1,1
573,3wA3VQ4Muvc,"{""Marco Rubio"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.3333333333333333,1,1
574,3wDoODktVfU,"{""Joe Biden"": 1, ""Kamala Harris"": 1, ""Gavin Newsom"": 1, ""Donald Trump"": 0}",0.75,1,1
575,3wFj0eqE-Ps,"{""Imran Khan"": 1, ""Nawaz Sharif"": 0}",0.5,1,1
576,3xn_CTmeO2Q,"{""Taylor Swift"": 0, ""Bernie Sanders"": 0, ""Joe Biden"": 0, ""Jill Biden"": 0, ""Melania Trump"": 0, ""Michelle Obama"": 0, ""Elon Musk"": 0}",0.0,0,0
577,3yD4CzePDWQ,"{""Michelle Obama"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 0}",0.6666666666666666,1,1
578,3yzZDJok7vc,"{""Elon Musk"": 1, ""Barack Obama"": 0, ""Donald Trump"": 0}",0.3333333333333333,1,1
579,4-ZEux2hOzs,"{""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
580,4-g6Pylvv1M,"{""Nancy Pelosi"": 0, ""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
581,40BCMaQDRPk,"{""Joe Biden"": 1, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.3333333333333333,1,1
582,40s7ZAl7iPs,"{""Justin Trudeau"": 0, ""Donald Trump"": 0}",0.0,0,0
583,40vtIRnq26E,"{""Brad Pitt"": 1, ""Jimmy Kimmel"": 0, ""George Clooney"": 0}",0.3333333333333333,1,1
584,41kXAcCeVX8,"{""Tim Cook"": 0, ""Elon Musk"": 0}",0.0,0,0
585,42uFjyPXqxw,"{""Joe Biden"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 1}",1.0,1,1
586,42wRJHgjOgo,"{""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
587,44fQJDiKm0k,"{""Taylor Swift"": 1, ""Jimmy Kimmel"": 0, ""Donald Trump"": 0, ""Jim Jordan"": 0, ""Joe Biden"": 0, ""Rudy Giuliani"": 0, ""Mike Pence"": 0}",0.14285714285714285,0,1
588,44stP5-XRFU,"{""Vladimir Putin"": 0, ""Donald Trump"": 0}",0.0,0,0
589,45XQ2fUDL5E,"{""Elon Musk"": 1, ""Donald Trump"": 1}",1.0,1,1
590,45zBzL3ZL6o,"{""Chuck Schumer"": 0, ""Donald Trump"": 0}",0.0,0,0
591,46O0IYwYzU0,"{""Pierre Poilievre"": 0, ""Justin Trudeau"": 0}",0.0,0,0
592,46QwSsCySE0,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Bruce Springsteen"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
593,46RxeXuZAjo,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
594,47UUR-hRv88,"{""Joe Biden"": 1, ""Elon Musk"": 0, ""Bernie Sanders"": 0}",0.3333333333333333,1,1
595,47qQYIbgMFs,"{""Gavin Newsom"": 1, ""Donald Trump"": 0}",0.5,1,1
596,48R5J1Z8YLo,"{""Joe Biden"": 1, ""Barack Obama"": 1, ""Donald Trump"": 0}",0.6666666666666666,1,1
597,49351Hh-k4Y,"{""Jimmy Kimmel"": 1, ""Chris Hemsworth"": 0, ""Donald Trump"": 0}",0.3333333333333333,1,1
598,49AK3O9s8ok,"{""Barack Obama"": 0, ""Kamala Harris"": 1, ""Jimmy Fallon"": 0}",0.3333333333333333,1,1
599,4AwbVnrRxqY,"{""Jim Jordan"": 1, ""Joe Biden"": 0, ""Donald Trump"": 1}",0.6666666666666666,1,1
600,4BXtigoFU-k,"{""Jimmy Fallon"": 0, ""Martin Scorsese"": 1}",0.5,1,1
601,4BoiKXEy8Po,"{""Joe Biden"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 1, ""Donald Trump"": 1}",0.5,1,1
602,4CKbwIC9zO0,"{""Gavin Newsom"": 1, ""Donald Trump"": 0}",0.5,1,1
603,4CV3ynw1Q3Y,"{""Chuck Schumer"": 1, ""Bill Clinton"": 0, ""Donald Trump"": 0, ""Joe Biden"": 0, ""Elon Musk"": 0}",0.2,0,1
604,4Cc28IQXUBE,"{""Kamala Harris"": 0, ""Ted Cruz"": 0, ""Donald Trump"": 0}",0.0,0,0
605,4CdDPzaOfA0,"{""Barack Obama"": 0, ""Donald Trump"": 0, ""Nancy Pelosi"": 1, ""Joe Biden"": 1}",0.5,1,1
606,4CgFzRyFhwo,"{""Marjorie Taylor Greene"": 0, ""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
607,4CisEPDaBho,"{""Melania Trump"": 1, ""Donald Trump"": 0}",0.5,1,1
608,4ERcc8WXnjo,"{""Joe Biden"": 0, ""Barack Obama"": 1, ""Kamala Harris"": 0, ""Bill Clinton"": 0, ""Donald Trump"": 0}",0.2,0,1
609,4F0_y1aA88E,"{""Justin Trudeau"": 0, ""Donald Trump"": 0}",0.0,0,0
610,4F6GGZxcICE,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.3333333333333333,1,1
611,4FIh2st58Y4,"{""Michael Cohen"": 1, ""Donald Trump"": 0}",0.5,1,1
612,4GYmPnrMBv4,"{""Michael Cohen"": 1, ""Donald Trump"": 1}",1.0,1,1
613,4HOA8tGHgqU,"{""Nancy Pelosi"": 0, ""Donald Trump"": 0}",0.0,0,0
614,4HcuowIBp34,"{""Joe Biden"": 1, ""Jill Biden"": 1, ""Ralph Lauren"": 0}",0.6666666666666666,1,1
615,4IVWyZTOiyE,"{""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
616,4ItqOl4i9q8,"{""Justin Trudeau"": 0, ""Danielle Smith"": 0, ""Donald Trump"": 0}",0.0,0,0
617,4Iw6xPI3N_I,"{""Vladimir Putin"": 0, ""Joe Biden"": 0, ""Chris Christie"": 0, ""Mike Pence"": 1, ""Donald Trump"": 0}",0.2,0,1
618,4JGixMDhbNA,"{""Elon Musk"": 1, ""Donald Trump"": 0}",0.5,1,1
619,4Jh2G4Q-Zwc,"{""Joe Biden"": 0, ""Kamala Harris"": 0}",0.0,0,0
620,4JtxBpW5Vbo,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Snoop Dogg"": 0, ""Michael Cohen"": 0, ""Jimmy Kimmel"": 1, ""Donald Trump"": 0}",0.16666666666666666,0,1
621,4MzI1aAUCa0,"{""Elon Musk"": 0, ""Donald Trump"": 0, ""Justin Trudeau"": 0}",0.0,0,0
622,4N-gcpJ6fFc,"{""Joe Biden"": 0, ""Barack Obama"": 1, ""Donald Trump"": 0}",0.3333333333333333,1,1
623,4NBhuHM9P9A,"{""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
624,4OD4htggKpI,"{""Marco Rubio"": 0, ""Vladimir Putin"": 0, ""Donald Trump"": 0}",0.0,0,0
625,4P1E9iKf__Q,"{""Warren Buffett"": 0, ""Joe Biden"": 0, ""Barack Obama"": 0}",0.0,0,0
626,4P2eurBn22c,"{""Marjorie Taylor Greene"": 0, ""Donald Trump"": 0}",0.0,0,0
627,4PAcSviKfwQ,"{""Hunter Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
628,4PVLZWcyGNU,"{""Nancy Pelosi"": 0, ""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.25,0,1
629,4QrpN7CtOJg,"{""Nancy Pelosi"": 1, ""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.25,0,1
630,4RNOe31n9U4,"{""Narendra Modi"": 0, ""Vladimir Putin"": 0, ""Xi Jinping"": 0}",0.0,0,0
631,4RZhrqrz34I,"{""Michael Cohen"": 1, ""Donald Trump"": 0}",0.5,1,1
632,4Rf35xN370M,"{""Chris Christie"": 0, ""Rudy Giuliani"": 0, ""Donald Trump"": 0}",0.0,0,0
633,4Rp56f6HCXI,"{""Marco Rubio"": 1, ""Bruce Springsteen"": 0, ""Taylor Swift"": 0, ""Donald Trump"": 0}",0.25,0,1
634,4S6wUAHpLfU,"{""Vladimir Putin"": 1, ""Mike Pence"": 1}",1.0,1,1
635,4SQ0k8-wiog,"{""Vladimir Putin"": 0, ""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
636,4SoG5Zi4-0o,"{""Joe Biden"": 1, ""Donald Trump"": 0}",0.5,1,1
637,4Tw0V9UG804,"{""Mark Zuckerberg"": 1, ""Joe Biden"": 0, ""Kamala Harris"": 0, ""Hunter Biden"": 0}",0.25,0,1
638,4U0ufkH8n7Q,"{""Benjamin Netanyahu"": 0, ""Donald Trump"": 0}",0.0,0,0
639,4UB3tgGcV0U,"{""Marco Rubio"": 0, ""Vladimir Putin"": 0, ""Elon Musk"": 0, ""Xi Jinping"": 0, ""Donald Trump"": 1}",0.2,0,1
640,4UjI-MIfo9M,"{""Elon Musk"": 1, ""Donald Trump"": 1}",1.0,1,1
641,4UwwTnnRKSI,"{""Barack Obama"": 0, ""Donald Trump"": 0}",0.0,0,0
642,4VL2_tnbnwc,"{""Michael Cohen"": 0, ""Donald Trump"": 1}",0.5,1,1
643,4W2e0cKw6T4,"{""Joe Biden"": 0, ""Volodymyr Zelenskyy"": 0, ""Donald Trump"": 0}",0.0,0,0
644,4Wdbv2--Dts,"{""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
645,4XBB2LeG8VE,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.3333333333333333,1,1
646,4XQegvi1kp0,"{""Joe Biden"": 1, ""Kamala Harris"": 0}",0.5,1,1
647,4XeCTl5xH1k,"{""Kamala Harris"": 1, ""Donald Trump"": 1}",1.0,1,1
648,4Y-8p3GFIZ4,"{""Elon Musk"": 1, ""Donald Trump"": 0}",0.5,1,1
649,4YK9OLIe_Gc,"{""Kamala Harris"": 0, ""Jimmy Kimmel"": 0, ""Gavin Newsom"": 0, ""Donald Trump"": 0, ""Vladimir Putin"": 0, ""Joe Biden"": 0, ""Elon Musk"": 0, ""Mike Pence"": 0}",0.0,0,0
650,4YcrhOf6kbo,"{""Elon Musk"": 1, ""Donald Trump"": 0}",0.5,1,1
651,4Z2a38D7g-s,"{""Barack Obama"": 0, ""Hunter Biden"": 0, ""Donald Trump"": 1, ""Joe Biden"": 0, ""Michelle Obama"": 1, ""Jamie Dimon"": 0}",0.3333333333333333,1,1
652,4Zl0-oPMIDs,"{""Nicki Minaj"": 1, ""Jimmy Fallon"": 0}",0.5,1,1
653,4_-LtUovy4I,"{""Vladimir Putin"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
654,4_zIxAtzIw8,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
655,4a40TloDhsA,"{""Joe Biden"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
656,4aOEmORG1L0,"{""Barack Obama"": 0, ""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
657,4aY16ozeP_k,"{""Hunter Biden"": 0, ""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
658,4atHYl0_Kbk,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Marjorie Taylor Greene"": 0, ""Donald Trump"": 0}",0.0,0,0
659,4bNLs1hxVp8,"{""Snoop Dogg"": 0, ""Kendrick Lamar"": 1}",0.5,1,1
660,4bitGAOz0kg,"{""Joe Biden"": 1, ""Hillary Clinton"": 0, ""Dana White"": 0, ""Donald Trump"": 0}",0.25,0,1
661,4cO-863OLt8,"{""Joe Biden"": 0, ""Benjamin Netanyahu"": 0}",0.0,0,0
662,4ddpjpk9soU,"{""Mike Pence"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 0, ""Taylor Swift"": 0, ""Michelle Obama"": 0, ""Donald Trump"": 0}",0.0,0,0
663,4e-pNEUerqk,"{""Joe Biden"": 0, ""Chuck Schumer"": 0, ""Donald Trump"": 0}",0.0,0,0
664,4ePhjGHP6l8,"{""Jerome Powell"": 1, ""Donald Trump"": 0}",0.5,1,1
665,4egWVco_Fnc,"{""Dolly Parton"": 0, ""Chris Stapleton"": 1}",0.5,1,1
666,4fim1m8WyXA,"{""Barack Obama"": 1, ""Kamala Harris"": 0, ""Arnold Schwarzenegger"": 0, ""Donald Trump"": 1, ""Joe Biden"": 0, ""Michelle Obama"": 0}",0.3333333333333333,1,1
667,4ggh1vndo9E,"{""Nancy Pelosi"": 0, ""Jimmy Fallon"": 0}",0.0,0,0
668,4h9v0lbZVPM,"{""Hillary Clinton"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 1, ""Donald Trump"": 1, ""Joe Biden"": 0}",0.4,1,1
669,4iEvtVOQkfQ,"{""Kamala Harris"": 1, ""Harrison Ford"": 0, ""Jimmy Kimmel"": 1, ""Donald Trump"": 1, ""Chris Christie"": 1}",0.8,1,1
670,4iKoWB4VOdI,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Hunter Biden"": 1, ""Donald Trump"": 0}",0.25,0,1
671,4iiAwRS7zVI,"{""Kelly Clarkson"": 1, ""Jimmy Fallon"": 0, ""Mariah Carey"": 0}",0.3333333333333333,1,1
672,4ivEWwaGQBI,"{""Marco Rubio"": 1, ""Benjamin Netanyahu"": 1, ""Donald Trump"": 1}",1.0,1,1
673,4kmHxJDP2uo,"{""Barack Obama"": 0, ""Kamala Harris"": 0}",0.0,0,0
674,4kuK4FUN0Gs,"{""Snoop Dogg"": 0, ""George Clooney"": 1, ""Jimmy Kimmel"": 1}",0.6666666666666666,1,1
675,4lPcSkJnL4U,"{""Taylor Swift"": 1, ""Donald Trump"": 1}",1.0,1,1
676,4lXjJDwzhkU,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
677,4ldE6k1sci4,"{""Michael Cohen"": 0, ""Rudy Giuliani"": 0, ""Donald Trump"": 0}",0.0,0,0
678,4m9C10Rlmyo,"{""Chuck Schumer"": 1, ""Barack Obama"": 0, ""Marjorie Taylor Greene"": 0, ""Bernie Sanders"": 1}",0.5,1,1
679,4mMZ6sGwzTc,"{""King Charles"": 0, ""Donald Trump"": 0}",0.0,0,0
680,4mhKYBWnZGA,"{""Olivia Rodrigo"": 1, ""Jimmy Kimmel"": 0}",0.5,1,1
681,4nNTvRhgX3Q,"{""Gavin Newsom"": 0, ""Donald Trump"": 0}",0.0,0,0
682,4o9gqFBxTFo,"{""Hunter Biden"": 0, ""Pete Buttigieg"": 0}",0.0,0,0
683,4pVyeLPWjgY,"{""Jimmy Fallon"": 1, ""Taylor Swift"": 0}",0.5,1,1
684,4rVylaQ8_9c,"{""Kamala Harris"": 1, ""Donald Trump"": 0}",0.5,1,1
685,4rqmD8PFXrI,"{""Joe Biden"": 0, ""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
686,4sLfEqTqjyI,"{""Sabrina Carpenter"": 1, ""Taylor Swift"": 0}",0.5,1,1
687,4shk7Ip3oc0,"{""Joe Biden"": 1, ""Barack Obama"": 0, ""Donald Trump"": 0}",0.3333333333333333,1,1
688,4t1IrZO6aKE,"{""Jill Biden"": 0, ""Melania Trump"": 0, ""Rudy Giuliani"": 0, ""Hunter Biden"": 0, ""Marjorie Taylor Greene"": 0}",0.0,0,0
689,4t1ahxLur6c,"{""Kamala Harris"": 0, ""Gretchen Whitmer"": 0}",0.0,0,0
690,4tZkGjiewrI,"{""George Soros"": 0, ""Barack Obama"": 0, ""Ted Cruz"": 0, ""Elon Musk"": 1, ""Donald Trump"": 1}",0.4,1,1
691,4ty8AoMjjJ0,"{""Gavin Newsom"": 0, ""Donald Trump"": 0}",0.0,0,0
692,4u0cs_LaGw4,"{""Vladimir Putin"": 1, ""Volodymyr Zelenskyy"": 1, ""Donald Trump"": 1}",1.0,1,1
693,4v7I97wKImc,"{""Joe Biden"": 0, ""Donald Trump"": 1}",0.5,1,1
694,4x7V8k87xs8,"{""Elon Musk"": 1, ""Donald Trump"": 1}",1.0,1,1
695,4xGUlG5Ck6c,"{""Johnny Depp"": 1, ""Rudy Giuliani"": 1, ""Elon Musk"": 0, ""Jimmy Kimmel"": 0, ""Donald Trump"": 0}",0.4,1,1
696,4xiKHkmzATA,"{""Nancy Pelosi"": 0, ""Joe Biden"": 0, ""Tim Scott"": 1, ""Donald Trump"": 0}",0.25,0,1
697,4y5zEWpNeXs,"{""Olivia Rodrigo"": 0, ""Jimmy Kimmel"": 0}",0.0,0,0
698,4yEphOKq9To,"{""Michael Cohen"": 0, ""Donald Trump"": 0}",0.0,0,0
699,4y_XYzjzdVw,"{""Dana White"": 0, ""Taylor Swift"": 0, ""Tom Cruise"": 0, ""Donald Trump"": 0}",0.0,0,0
700,4z9I4nru19w,"{""Jimmy Fallon"": 0, ""Ariana Grande"": 0}",0.0,0,0
701,5-1oX7BPv68,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.2,0,1
702,5-4SUO4Rlik,"{""George Soros"": 0, ""George Clooney"": 1, ""Hunter Biden"": 1, ""Jimmy Kimmel"": 0, ""Donald Trump"": 0}",0.4,1,1
703,5-7Pw59YDLI,"{""Vladimir Putin"": 0, ""Jimmy Kimmel"": 1, ""Donald Trump"": 0}",0.3333333333333333,1,1
704,5-TsGz8kk9M,"{""Nancy Pelosi"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 1}",1.0,1,1
705,5-cUYQ5u3x8,"{""Rudy Giuliani"": 1, ""Donald Trump"": 0}",0.5,1,1
706,5-dL7uqZlpg,"{""Jerome Powell"": 1, ""Donald Trump"": 0}",0.5,1,1
707,5-yS5fDSzJo,"{""Eric Trump"": 0, ""Donald Trump"": 0}",0.0,0,0
708,503kxoS79zc,"{""Ed Sheeran"": 0, ""Tom Brady"": 0, ""Lionel Messi"": 0, ""Travis Scott"": 1}",0.25,0,1
709,50HADVnzMMg,"{""Joe Biden"": 1, ""Donald Trump"": 1}",1.0,1,1
710,50Xu1YwqrxM,"{""Joe Biden"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 0, ""Gavin Newsom"": 0, ""Donald Trump"": 0}",0.0,0,0
711,51O_Q6j1cP4,"{""Michael Cohen"": 1, ""Donald Trump"": 0}",0.5,1,1
712,51iSwav2tLg,"{""Jimmy Kimmel"": 0, ""Ryan Reynolds"": 0}",0.0,0,0
713,51lQ_mno1SI,"{""Joe Biden"": 0, ""Elon Musk"": 1, ""Donald Trump"": 1}",0.6666666666666666,1,1
714,51plUKGpHPs,"{""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
715,52xuwD_xx0s,"{""Joe Biden"": 0, ""Jimmy Kimmel"": 0, ""Donald Trump"": 0}",0.0,0,0
716,53DnLqKEw2I,"{""Rudy Giuliani"": 0, ""Donald Trump"": 0}",0.0,0,0
717,53O81SlT9D0,"{""Jennifer Lopez"": 0, ""Marco Rubio"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
